num,country,description,designation,points,price,province,region1,region2,variety,winery
2110,Germany,"A hint of bramble wafts amidst crisp Asian pear and green apple notes on this invigorating spry Spätlese. Searing lemon-lime acidity is softened by a plump kiss of honeyed apricot on the midpalate. It's elegant, yet accessible, and drinks well now.",Bernkasteler Badstube Spätlese,90,28.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
2111,Germany,"While dry in style and crisply balanced, plump white peaches and apricots shine brightly in this silky Pinot Blanc. It's rich and round with a slightly clingy mouthfeel but not at all cloying or dense. Enjoy now through 2020.",Wachenheim Trocken,90,18.0,Pfalz,,,Pinot Blanc,Fitz-Ritter
2112,US,"A bit tight and dainty on the nose, with reserved apple custard and white-flower aromas, this top-level bottling shows lots of nerve and verve once sipped. It offers salt, lime juice and honeysuckle on the palate, with lots of tension that lasts long after the bottle has been opened. It's a well-structured white.",Limited Selection,90,38.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Gainey
2113,France,"The natural richness of a Pouilly-Fumé is revealed well here. Plenty of mineral, herbaceous flavors contrast with the ripe yellow and pear fruit flavors. It is generous and full in the mouth, still young and needing to age. Drink from 2017.",En Travertin,90,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Henri Bourgeois
2114,US,"This bottling offers plum and plump blackberry on the nose along with milk chocolate, leather and cedar. It's quite tight and tannic on the palate at first, but all the expected and delicious components are in place: tart blueberry, tobacco, coffee and hints of licorice and chocolate that will emerge emerge more with time.",,90,65.0,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Jamie Slone Wines
2115,Portugal,"This is a wine that reveals the younger side of Moscatel in Setúbal. It shows honey, spice and perfumed fruitiness that contrast with the richness of the texture and its fresh peach and apricot flavors. Drink now for immediate enjoyment.",Alambre,90,16.0,Moscatel de Setúbal,,,Moscatel,José Maria da Fonseca
2116,Italy,"This opens with aromas of mature dark fruit, toast and a slight whiff of cellar floor. The palate is still tight and rather closed, but offers fleshy black cherry, toasted oak, clove and mocha alongside polished tannins. It's fast approaching its ideal drinking window so enjoy sooner rather than later.",Sorano,90,,Piedmont,Barolo,,Nebbiolo,Le Cecche
2117,Italy,"This offers aromas of violet, rose, Marasca cherry and a whiff of cake spice that carry over to the warm palate along with a whiff of toast. Tightly packed tannins give it a firm finish.",Bergeisa,90,,Piedmont,Barolo,,Nebbiolo,Le Strette
2118,Italy,"Engaging aromas of fresh rose, iris, perfumed berry and hint of menthol meld together in the glass. On the taut palate, notes of white pepper, clove and anise add some depth to the sour cherry core. Assertive tannins and nervous acidity offer focused support while a hint of juicy raspberry backs up the finish. Drink 2018–2026.",Pallaretta,90,,Piedmont,Barolo,,Nebbiolo,Le Strette
2119,Germany,"While honey and white peach flavors ring pure and sweet, there's a slatey, mineral tone that penetrates deeply in this off-dry Kabinett. It's nervy and brisk, finishing long with zesty lime pith bitterness.",Studert Prüm Maximinhof Wehlener Sonnenuhr Kabinett,90,24.0,Mosel,,,Riesling,Leonard Kreusch
2120,France,"Full in the mouth, this rich wine is dominated by yellow fruits and ripe apricots lifted by a touch of toast. Great acidity conveys a fresh and tangy character. The wine is still developing as the full fruitiness comes forward. Drink from 2017.",Vieilles Vignes,90,55.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Louis Max
2121,Italy,"The nose is initially rather closed but eventually reveals baked earth, leather, game and ripe black fruit. The taut, tense palate offers dried black cherry, toasted oak, mocha and vanilla alongside grainy tannins.",Marenca,90,,Piedmont,Barolo,,Nebbiolo,Luigi Pira
2122,Italy,"Fragrant and bright, this offers aromas of rose, iris, perfumed berry and a balsamic note. The palate is still rather closed, offering raw red cherry, star anise and chopped sage alongside tightly knit tannins and brisk acidity. It still needs time to come together. Drink 2018–2024.",Gattera,90,55.0,Piedmont,Barolo,,Nebbiolo,Mauro Veglio
2123,US,"From vines planted in 1958 in an appellation that straddles both Sonoma and Mendocino counties, this is an intriguing, interesting wine, mostly varietal, with 8% each of Mourvèdre and Syrah. Floral, it veers into leather and game, with a juicy backbone of red cherry and berry and earthy, textured tannins.",Rebotarro Vineyard Old Vine,90,28.0,California,Pine Mountain-Cloverdale Peak,Sonoma,Carignane,Mounts
2124,US,"A velvety, sinewy blend of 40% Syrah, 40% Grenache and 20% Mourvèdre from estate-grown and nearby vineyards, this wine offers a lot to like, from textured tannins to succulent blueberry and plum. Intense and floral, it finishes with an explosion of white pepper.",Verah,90,35.0,California,Dry Creek Valley,Sonoma,Rhône-style Red Blend,Mounts
2125,Italy,"Rose, red berry, mint and anise aromas unfold in the glass. The firm palate offers wild cherry, crushed raspberry, clove, anisette and a mocha note framed in bracing tannins and fresh acidity. Drink 2020–2031.",,90,29.0,Piedmont,Barolo,,Nebbiolo,Oddero
2126,US,"Brioche and vanilla-cherry are the stars in this full-bodied yet savory, herbal wine sourced mostly from the Oak Knoll District. Complex in flavor, it spikes in clove and cinnamon, finishing with a taste of gunpowder and tobacco.",,90,65.0,California,Napa Valley,Napa,Merlot,Padis
2127,Italy,"This offers aromas of toast, espresso, scorched earth, red berry, clove and a whiff of leather. The lean, tense palate offers dried cherry, grilled herb, anise, coffee and tobacco but not much fruit richness. Tightly wound, bracing tannins and nervous acidity provide the framework.",Cannubi,90,103.0,Piedmont,Barolo,,Nebbiolo,Poderi Luigi Einaudi
2128,US,"From a fourth-generation farming family, this wine is sourced from the Niebaum-Tonella and Morisoli-Borges vineyards along the Rutherford Bench. It opens with a bouquet of sweetly ripened mango, peach and pear, which continue on the palate. Fierce acidity and a drop of anise form the backdrop of the wine, which finishes somewhat tropical.",,90,29.0,California,Rutherford,Napa,Sauvignon Blanc,S.R. Tonella
2129,US,"Wild berries, from elderberry to salmonberry to mountain strawberries, are in play in this wine. The underpinning scents suggest earth and wet cement, while in the finish a strong flavor of breakfast tea lingers. This is an interesting addition to the Sineann lineup.",Russell-Grooters Vineyard,90,36.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Sineann
2130,Spain,"Light plum and raspberry aromas include notes of animal and latex. This lightweight Garnacha has a monotone mouthfeel, while hollow simple berry flavors finish with acidic tang.",Viña Temprana Old Vines,83,8.0,Northern Spain,Campo de Borja,,Garnacha,Bodegas Aragonesas
2131,US,"The bell pepper, cedar and green bean notes in this wine come across as astringent and thin.",Handal-Denier Vineyard,83,35.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Wellington
2132,Portugal,"This is a rustic, barnyard-scented wine, with tannins and acidity but lacking fruit. Think of it as one to quaff without too much thought.",Dona Helena Colheita,83,11.0,Península de Setúbal,,,Castelão,Wines & Winemakers
2133,South Africa,"This is a lightly aromatic wine, with faint aromas of melon, lemon-lime and yellow flowers. The palate is soft and thin, with similarly delicate flavors as the nose. Drink now.",,83,10.0,Western Cape,,,Chenin Blanc,Fairvalley
2134,Spain,"Herbal tomato and red-berry aromas are jumbled and fail to state much of a case for this multigrape blend. Herbal spicy tea and raspberry flavors finish jagged, with mild heat.",,83,10.0,Northern Spain,Campo de Borja,,Red Blend,Loteta
2135,Argentina,"Unconvincing aromas are hard to describe. This Malbec sparkler is coarse and foamy on the palate, with burnt peppery slightly bitter flavors of orange and grapefruit.",Private Collection Malbec Brut Rosé,83,23.0,Mendoza Province,Mendoza,,Sparkling Blend,Kunza
2136,Portugal,"There is a lightly yeasty character to this wine that gives it a bitter edge, hindering its fruitiness and crisp apple acidity.",Três Castas,82,10.0,Vinho Verde,,,Portuguese White,Caves Campelo
2137,Spain,"This blend is so oaky and sticky on the nose that it smells like a Hershey's Kiss. The palate is out of balance, with chunky weight and unintegrated acidity. Like the nose, this tastes like a drugstore chocolate bar, while the finish is hot.",de Sommos,82,13.0,Northern Spain,Somontano,,Red Blend,Glárima
2138,Spain,"Reduced jammy black-fruit aromas announce a scratchy palate with spritz. This multigrape blend tastes saucy and stewed, while hard tannins and a note of burnt coffee control the finish.",Garnacha-Tempranillo-Cabernet Sauvignon-Syrah,82,10.0,Northern Spain,Campo de Borja,,Red Blend,Loteta
2139,US,"This wine is sour, flat and past its prime, showing an abundance of tar and oak qualities.",La Jolla Del Norte Vineyard Block Two,82,65.0,California,St. Helena,Napa,Cabernet Sauvignon,Casa Nuestra
2140,Argentina,"Sharp red-fruit aromas include notes of vinegar and asphalt. Angular and bumpy on the palate, this is tart and foxy tasting, with a sour, herbal finish.",,82,8.0,Other,Argentina,,Malbec-Bonarda,Lost Vineyards
2141,US,"The aromas come off as quite volatile, making it difficult to get at the tart cherry aromas and flavors.",,82,30.0,Washington,Horse Heaven Hills,Columbia Valley,Petit Verdot,Martinez & Martinez
2142,Argentina,This gold-colored stale-smelling Torrontés smells like old apple juice. A chunky flat palate offers bland oxidized bitter flavors. Remnants of apple barely help a bitter finish.,,81,12.0,Mendoza Province,Mendoza,,Torrontés,Cuatro Vacas Gordas
2143,Argentina,"This blend smells outright herbaceous and weedy. An astringent volatile palate is grating, while this tastes much like it smells: weedy and green.",Paisaje de Barrancas,81,18.0,Mendoza Province,Mendoza,,Red Blend,Finca Flichman
2144,Spain,"Clove and beef jerky aromas are odd and forceful. A globular palate lacks form and balance, while this tastes oddly and singularly of clove.",,81,11.0,Northern Spain,Campo de Borja,,Tempranillo-Cabernet Sauvignon,Coto de Hayas
2145,France,"Full of ripe fruit, opulent and concentrated, this is a fabulous and impressive wine. It has a beautiful line of acidity balanced with ripe fruits. The wood aging is subtle, just a hint of smokiness and toast. This is one of those wines, from a great white wine vintage, that will age many years. Drink from 2024.",,100,848.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Haut-Brion
2146,Italy,"Perfumed berry, rose, new leather and dark spice are some of the enticing scents you'll find in this vibrant wine. It's still tightly wound but already dazzles with juicy wild cherry, crushed raspberry, cinnamon, nutmeg and pipe tobacco flavors. Youthfully austere but noble tannins and bright acidity provide balance and serious aging potential. Don't be tempted to open it soon—the best is yet to come. Drink 2022–2042.",Madonna delle Grazie,99,200.0,Tuscany,Brunello di Montalcino,,Sangiovese,Il Marroneto
2147,Italy,"Immensely inviting, this opens with fragrant pipe tobacco, crushed berry, new leather and pressed violet aromas. On the palate, firm, refined tannins underpin juicy black cherry, raspberry and cinnamon flavors, while orange zest accents and an energizing mineral note lift the finish. It's beautifully balanced with bright acidity and will reward a bit of cellaring. Drink 2020–2032.",,98,95.0,Tuscany,Brunello di Montalcino,,Sangiovese,Conti Costanti
